,content
637,Asus hỗ trợ thiết bị y tế trị giá 10.000USD cho tuyến đầu chống dịch Covid-19  https://www.techtimes.vn/asus-ho-tro-thiet-bi-y-te-tri-gia-10-000usd-cho-tuyen-dau-chong-dich-covid-19/ … pic.twitter.com/wwFPxFiGpf
638,Dịch COVID-19: CDC bắt đầu xét nghiệm máu để xác định khả năng miễn dịch  https://tinviet360.com/index.php/2020/04/06/dich-covid-19-cdc-bat-dau-xet-nghiem-mau-de-xac-dinh-kha-nang-mien-dich/ … pic.twitter.com/hc6nRHWAYF
639,Cộng đồng người Việt Nam tại các bang miền Tây Hoa Kỳ chung tay trong cuộc chiến chống dịch Covid-19 tại Việt Nam  http://thienhasu2018.com/2020/04/05/cong-dong-nguoi-viet-nam-tai-cac-bang-mien-tay-hoa-ky-chung-tay-trong-cuoc-chien-chong-dich-covid-19-tai-viet-nam/ …
640,"🍰🍰Những món ăn lấy ý tưởng từ Covid-19
======================================
 https://asiahotels24.com/ 
 https://www.facebook.com/AsiaHotels24-100645368072396/ …
#followback pic.twitter.com/PdbW7nkiaf"
641,Họp thời Covid 55555  https://twitter.com/spn_pra/status/1246833771329900546 …
642,13 hành vi vi phạm quy định phòng chống Covid-19 tại Hà Nội sẽ bị xử phạt như thế nào ?  https://ngon24h.wordpress.com/2020/04/06/13-hanh-vi-vi-pham-quy-dinh-phong-chong-covid-19-tai-ha-noi-se-bi-xu-phat-nhu-the-nao/ … pic.twitter.com/4NSXEvxCXc
643,"Những nỗ lực tiên phong của TP.HCM trước 2 tuần vàng ngăn Covid-19
🇻🇳 🌻 💖 🇻🇳 🌻 💖 🇻🇳 🌻 💖 🇻🇳🌻 💖
 https://news.zing.vn/nhung-no-luc-tien-phong-cua-tphcm-truoc-2-tuan-vang-ngan-covid-19-post1064916.html?fbclid=IwAR0wfYQftXAScT1whdXL6pC8OPeln603Ft52yTc4bgRYNCjL6DkjcMdMJgo …
🌼🌼🌼🌼🌼🌼

Hội trường Thống Nhất – Di tích lịch sử Dinh Độc Lập
📲: 0915 801 778 / 0915 391 778
🌎:  http://www.dinhdoclap.gov.vn  pic.twitter.com/pku9lh2lHi"
644,"Sớm muộn gì thì cả thế giới này, sẽ chung tay đập chết thằng ăn cướp ở biển Đông; làm ác phát tán dịch bịnh Covid-19. Hãy chờ xem!"
645,"Monopoly Market đã chặn những người quảng cáo tiếp thị sản phẩm như Vác-xin COVID-19, tuy nhiên một số trang Darkweb khác vẫn đang bán nh...
Xem thêm:  https://tapchicoin24h.com/thi-truong-dark-web-cam-ban-vac-xin-corona-virus-gia/ … pic.twitter.com/utl1ImhGQQ"
646,"Chủ nhà gặp nguy hiểm khi các chuỗi bán lẻ từ chối trả tiền thuê nhà, Bất động sản
#châuÂu #chủnhà #coronavirusmới #covid-19
 https://www.bdscuatui.com/chu-nha-gap-nguy-hiem-khi-cac-chuoi-ban-le-tu-choi-tra-tien-thue-nha-bat-dong-san-31963/?feed_id=17630&_unique_id=5e8a8c1ae0077 …"
647,"Thất nghiệp vì Covid-19, người vay mua nhà như “ngồi trên đống lửa”  https://ift.tt/39KtDgA "
648,Siêu mẫu Emily Ratajkowski mặc kín như bưng dạo phố giữa dịch Covid-19  https://ift.tt/39MPSmf  pic.twitter.com/SgCVIH4niK
649,Viện Huyết học – Truyền máu Trung ương: Bệnh nhân COVID-19 số 237 đã được cách ly ngay từ đầu  https://tinviet360.com/index.php/2020/04/06/vien-huyet-hoc-truyen-mau-trung-uong-benh-nhan-covid-19-so-237-da-duoc-cach-ly-ngay-tu-dau/ … pic.twitter.com/KbT9Mpk3uk
650,"Doanh nghiệp bất động sản tự 'giải cứu' trước đại dịch Covid-19 thế nào?
#bấtđộngsản #cắtgiảmchiphí #chủđầutư #doanhnghiệpbấtđộngsản #g...
 https://www.bdscuatui.com/doanh-nghiep-bat-dong-san-tu-giai-cuu-truoc-dai-dich-covid-19-the-nao-31955/?feed_id=17618&_unique_id=5e8a8ace6a909 …"
651,Buổi sáng thứ 2 liên tiếp Việt Nam không có ca mắc COVID-19 mới  https://tinquangbinh.com/2020/04/976270/buoi-sang-thu-2-lien-tiep-viet-nam-khong-co-ca-mac-covid-19-moi/ … pic.twitter.com/O7ayKf7FoF
652,Seoul & Gyeonggi trước “cơn sóng thần” COVID-19 sắp đổ bộ. Đê sắp vỡ!  https://thongtinhanquoc.com/seoul-gyeonggi-truoc-con-song-than-covid-19-sap-do-bo-de-sap-vo/ … pic.twitter.com/2laK8zlMtH
653,Bữa sáng thời covid  https://www.instagram.com/p/B-nxZ_hnhmY/?igshid=zru34h6bbns2 …
654,"[Infographic] 62 chốt, trạm kiểm soát dịch Covid-19 tại Tp Hồ Chí Minh người dân cần biết  https://goodstock.vn/infographic-62-chot-tram-kiem-soat-dich-covid-19-tai-tp-ho-chi-minh-nguoi-dan-can-biet/ … pic.twitter.com/02Hud0zui8"
655,Siêu mẫu Emily Ratajkowski mặc kín như bưng dạo phố giữa dịch Covid-19  https://ift.tt/2UJVvgv  pic.twitter.com/CGiRbVeWe1
656,"Doanh nghiệp bất động sản tự 'giải cứu' trước đại dịch Covid-19 thế nào?
#bấtđộngsản #cắtgiảmchiphí #chủđầutư #doanhnghiệpbấtđộngsản #g... https://www.bdscuatui.com/doanh-nghiep-bat-dong-san-tu-giai-cuu-truoc-dai-dich-covid-19-the-nao-31958/?feed_id=17624&_unique_id=5e8a8822295e7 …"
657,Hơn 69.000 người chết vì Covid-19 trên toàn cầu  http://hoicodo.com/610096/hon-69-000-nguoi-chet-vi-covid-19-tren-toan-cau/ … pic.twitter.com/VMdg5ZHDGY
658,"Posted to Hatena Blog
KI NHỰA THANH LONG CHUYÊN ĐỰNG TRÁI CÂY TRONG MÙA DỊCH COVID-19 - xenangvietnhatnhua’s diary  https://palletluoi.hatenablog.com/entry/2020/04/06/103721 … #はてなブログ"
659,công ty bất động sản tự ‘giải cứu’ trước đại dịch Covid-19 như thế nào?  https://goodstock.vn/cong-ty-bat-dong-san-tu-giai-cuu-truoc-dai-dich-covid-19-nhu-the-nao/ … pic.twitter.com/PLz8ZuEZaF
660,"Cập nhật 7h ngày 6/4: Toàn cầu gần 70.000 người tử vong vì #Covid_19, Nữ hoàng Anh hiệu triệu toàn dân, Thủ tướng Johnson phải nhập viện.  http://lnk.vn/PBgiG  pic.twitter.com/ipvA6ceqSv"
661,"Tặng nhu yếu phẩm cho tuyến đầu chống dịch COVID - 19.                                                                       Ngày 05/4/2020, nhóm Từ thiện Hải Trần (Thành phố Lạng Sơn) tặng hoa quả tươi trị giá trên…  https://www.instagram.com/p/B-nwOzSn0Bv/?igshid=1l31wp8lwsvni …"
662,KẾT NỐI THÀNH CÔNG: Covid-19 làm khổ dân Ấn Độ: ‘Đang sống đàng hoàng ...  http://www.ketnoithanhcong.com/2020/04/covid-19-lam-kho-dan-an-do.html?spref=tw …
663,"Với 2 cú sốc từ Nghị định 100 và Covid-19, chuyên gia chia sẻ gì về cắt giảm chi phí và “cộng sinh để tồn tại” trong ngành F&B?  https://goodstock.vn/voi-2-cu-soc-tu-nghi-dinh-100-va-covid-19-chuyen-gia-chia-se-gi-ve-cat-giam-chi-phi-va-cong-sinh-de-ton-tai-trong-nganh-fb/ … pic.twitter.com/fHpfMhdC9z"
664,"Cập nhật tình hình dịch COVID-19 sáng 6-4: Thủ tướng Anh nhập viện, Pháp, Ý, Tây Ban Nha giảm số ca nhiễm, tử vong  https://giavang.net/cap-nhat-tinh-hinh-dich-covid-19-sang-6-4-thu-tuong-anh-nhap-vien-phap-y-tay-ban-nha-giam-so-ca-nhiem-tu-vong/ …"
665,Quan hệ Việt Nam – Hàn Quốc trong trận chiến với đại dịch COVID-19  https://thongtinhanquoc.com/quan-he-viet-nam-han-quoc-trong-tran-chien-voi-ai-dich-covid-19/ … pic.twitter.com/kZCaSfz8Ky
666,Báo chí Châu Âu ngạc nhiên hiệu quả chống #Covid_19 của Việt Nam http://lnk.vn/wMFxt 
667,Cá hồi Sa Pa ế ẩm vì Covid-19  https://goodstock.vn/ca-hoi-sa-pa-e-am-vi-covid-19/ … pic.twitter.com/za71GVHRRi
668,Hàn Quốc hỗ trợ người lao động tạm nghỉ việc không lương vì COVID-19 500.000KRW/tháng  https://thongtinhanquoc.com/han-quoc-ho-tro-nguoi-lao-dong-tam-nghi-viec-khong-luong-vi-covid-19-500-000krw-thang/ … pic.twitter.com/ToRaqvkwGn
669,"Trường đại học phải giảm, nợ lương giảng viên vì dịch Covid-19  https://bestskills.vn/truong-dai-hoc-phai-giam-no-luong-giang-vien-vi-dich-covid-19/ …"
670,KI NHỰA THANH LONG CHUYÊN ĐỰNG TRÁI CÂY TRONG MÙA DỊCH COVID 19   http://xenangngochai.over-blog.com/ki-nhuua-thanh-long-chuyen-dung-trai-cay-trong-mua-dich-covid-19.html …
671,Trung Quốc xây hình ảnh lãnh đạo toàn cầu giữa Covid-19 - VnExpress  https://vnexpress.net/the-gioi/trung-quoc-xay-hinh-anh-lanh-dao-toan-cau-giua-covid-19-4079117.html …
672,"Cầu mong nhân dân, chính phủ Mỹ sớm vượt qua cơn đại dịch.
Chúng ta cùng chiến đấu và cùng chiến thắng đại dịch Covid."
673,Tuyển thủ Serbia bị nhốt 3 tháng ở nhà vì vi phạm lệnh giới nghiêm COVID-19  https://tinviet360.com/index.php/2020/04/06/tuyen-thu-serbia-bi-nhot-3-thang-o-nha-vi-vi-pham-lenh-gioi-nghiem-covid-19/ … pic.twitter.com/zCioRltlyo
674,Seoul phát sốt vì dịch vụ “ngắm hoa online” mùa dịch COVID-19  https://thongtinhanquoc.com/seoul-phat-sot-vi-dich-vu-ngam-hoa-online-mua-dich-covid-19/ … pic.twitter.com/ndYQ3IK6zk
675,Siêu mẫu Emily Ratajkowski mặc kín như bưng dạo phố giữa dịch Covid-19  http://hoccattoctaihanoi.blogspot.com/2020/04/sieu-mau-emily-ratajkowski-mac-kin-nhu.html … pic.twitter.com/gKav7CxoZ0
676,Italia: Số người chết vì Covid-19 lên gần 16.000  http://hoicodo.com/610085/italia-so-nguoi-chet-vi-covid-19-len-gan-16-000/ … pic.twitter.com/ArPAhcIKFE
677,Siêu mẫu Emily Ratajkowski mặc kín như bưng dạo phố giữa dịch Covid-19  http://daycattocnuhanoi.blogspot.com/2020/04/sieu-mau-emily-ratajkowski-mac-kin-nhu.html … pic.twitter.com/S07k7q0KJj
678,"Cầu mong cho nhân dân, chính phủ Indonesia nhanh chóng vượt qua cơn đại dịch.
Chúng ta cùng chiến đấu và cùng chiến thắng đại dịch Covid."
679,Bộ Y tế ra thông báo khẩn liên quan tới trường hợp phóng viên đầu tiên mắc Covid-19  https://ngon24h.wordpress.com/2020/04/06/bo-y-te-ra-thong-bao-khan-lien-quan-toi-truong-hop-phong-vien-dau-tien-mac-covid-19/ … pic.twitter.com/n1ZaJZk6bU
680,"Sáng nay không ghi nhận thêm ca mắc Covid-19, 23 bệnh nhân đã âm tính lần hai  https://ngon24h.wordpress.com/2020/04/06/sang-nay-khong-ghi-nhan-them-ca-mac-covid-19-23-benh-nhan-da-am-tinh-lan-hai/ … pic.twitter.com/GixSDCx828"
681,"""Việt Nam là quốc gia đáng ca ngợi hàng đầu trong cuộc chiến chống dịch COVID-19""
➡️➡️ https://facebook.com/disantrangan.vn/posts/3864211640319101 …
___
WEBSITE:  http://disantrangan.vn 
FB: http://facebook.com/disantrangan.vn 
Google maps:  http://bit.ly/trang-an-ninh-binh-google-maps …
___
#ninhbinh #trangan #Vietnam #COVID19 pic.twitter.com/5EbM7CQmkz"
682,ập nhật tình hình Covid-19 vào lúc 6 giờ sáng 06-4-2020 | Thông tin dịch...  https://youtu.be/ZcDlMtDc9So  qua @YouTube
683,Sinh ba trong khu cách ly Covid-19  https://tinviet360.com/index.php/2020/04/06/sinh-ba-trong-khu-cach-ly-covid-19/ … pic.twitter.com/GOMh3G19G1
684,Lợi dụng tình hình dịch bệnh Covid -19 để vận chuyển hàng cấm  https://tinquangbinh.com/2020/04/976251/loi-dung-tinh-hinh-dich-benh-covid-19-de-van-chuyen-hang-cam/ … pic.twitter.com/7uKkXsCotg
685,CÁCH ƯƠM GIỐNG CÂY HOA SEN CẠN|BẰNG CÀNH- mùa covid 19-hải cá rô official  https://youtu.be/lB4Je74QFBw  qua @YouTube
686,Hành khách du thuyền nhiễm COVID-19 chết khi chờ xe cứu thương hơn 4 tiếng  https://www.nguoi-viet.com/covid-19/hanh-khach-du-thuyen-bi-covid-19-chet-khi-cho-xe-cuu-thuong/ …
687,"Tuần tin Người Bảo vệ Nhân quyền, tuần thứ 14 từ ngày 30/3 đến 05/4/2020: DTD kêu gọi Hà Nội phóng thích tù nhân lương tâm để tránh lây nhiễm COVID-19

 http://www.vietnamhumanrightsdefenders.net/2020/04/06/tuan-tin-nguoi-bao-ve-nhan-quyen-tuan-thu-14-tu-ngay-30-3-den-05-4-2020-dtd-keu-goi-ha-noi-phong-thich-tu-nhan-luong-tam-de-tranh-lay-nhiem-covid-19/ …"
688,"Cách ly xã hội, ngày đầu kiểm soát dịch Covid-19 ở cửa ngõ Sài Gòn  https://tinviet360.com/index.php/2020/04/06/cach-ly-xa-hoi-ngay-dau-kiem-soat-dich-covid-19-o-cua-ngo-sai-gon/ … pic.twitter.com/QyxRQxYkMX"
689,"Bất chấp COVID-19, nhiều công ty Việt vẫn liên tục chốt “deal” gọi vốn hàng triệu USD từ nhà đầu tư ngoại  https://goodstock.vn/bat-chap-covid-19-nhieu-cong-ty-viet-van-lien-tuc-chot-deal-goi-von-hang-trieu-usd-tu-nha-dau-tu-ngoai/ … pic.twitter.com/jXbF9q5JXD"
690,Cá hồi Sa Pa ế ẩm vì Covid-19  https://vnexpress.net/kinh-doanh/ca-hoi-sa-pa-e-am-vi-covid-19-4079885.html … pic.twitter.com/7nAZB7x128
691,"Dịch Covid-19 là thuốc thử cho những nước “già và giàu”, bài học cho nước “chưa giàu đã già” như Việt Nam  https://goodstock.vn/dich-covid-19-la-thuoc-thu-cho-nhung-nuoc-gia-va-giau-bai-hoc-cho-nuoc-chua-giau-da-gia-nhu-viet-nam/ … pic.twitter.com/SsvwaaAkut"
692,Cận cảnh các chốt kiểm soát phòng dịch Covid-19 tại cửa ngõ phía Đông Sà...  https://youtu.be/k90lYVtsAgM  qua @YouTube
693,Cô giáo không dạy học tại nhà cho con khi trường nghỉ vì COVID-19  https://gdvn.net/co-giao-khong-day-hoc-tai-nha-cho-con-khi-truong-nghi-vi-covid-19.html …
694,"7 thói quen cần thay đổi và 5 điều cần thực hiện triệt để trong công tác phòng chống covid-19
#vietnamchienthang #covid19 https://vnexpress.net/suc-khoe/7-thoi-quen-can-thay-doi-trong-dai-dich-4079984.html …"
695,Hà Tĩnh yêu cầu không tổ chức hành lễ đông người giữa cao điểm dịch COVID-19  http://tvel.vn/ha-tinh-yeu-cau-khong-chuc-hanh-le-dong-nguoi-giua-cao-diem-dich-covid-19/ …
696,Thống nhất các nhóm đối tượng nhận trợ cấp do ảnh hưởng của COVID-19  http://tvel.vn/thong-nhat-cac-nhom-doi-tuong-nhan-tro-cap-anh-huong-cua-covid-19/ …
697,Nhật Bản hỗ trợ miễn phí thuốc Avigan cho các nước điều trị COVID-19  http://tvel.vn/nhat-ban-ho-tro-mien-phi-thuoc-avigan-cho-cac-nuoc-dieu-tri-covid-19/ …
698,"Hà Nội huy động 100 xe buýt tham gia đưa đón người bị cách li Covid-19

Bắt đầu từ ngày 3/4, Sở GT-VT Hà Nội sẽ bố trí 100 xe buýt để đưa đón những người đã hoàn thành cách ly do dịch bệnh Covid-19 về các tỉnh thành

📌 Xem thêm:  https://busmedia.vn/ha-noi-huy-dong-100-xe-buyt-dua-don-nguoi-bi-cach-li-covid-19/ … pic.twitter.com/8zgbrIpb2j"
699,"#Covid_19
⏰TIC TAC⏰
⏰TIC TAC⏰
⏰TIC TAC⏰
⏰TIC TAC⏰
⏰TIC TAC⏰ pic.twitter.com/mUlnpxbn2o"
700,"Giới siêu giàu đi chơi ""né tránh"" Covid-19, khu nghỉ dưỡng thành ""ổ dịch"""
701,"Khi quảng cáo ngoài trời cùng tham gia vào trận chiến chống dịch Covid-19

Ngành quảng cáo ngoài trời đã và đang làm được những gì để chống Covid-19? Hãy cùng tìm hiểu qua bài viết dưới đây nhé!

📌 Xem thêm:  https://pano.vn/khi-quang-cao-ngoai-troi-cung-tham-gia-vao-tran-chien-chong-dich-covid-19/ … pic.twitter.com/Yyx4AqkFuV"
702,Việt Nam: Chỉ thêm 1 ca dương tính với COVID-19  https://www.nguoi-viet.com/nvtv-tin-tuc/nvtv-tin-tong-hop/chi-them-1-ca-duong-tinh-voi-covid-19/ …
703,Covid-19: Ý PHẢI MUA LẠI THIẾT BỊ BẢO VỆ CÁ NHÂN ĐÃ TÀI TRỢ CHO TRUNG QUỐC?:  https://www.trelangblog.com/2020/04/covid-19-y-phai-mua-lai-thiet-bi-bao-ve.html#.Xopw03d_6Dw.twitter …
704,"Nếu Covid đến nhà, người trong nhà nên làm gì?: Trước khi thực hiện chỉ thị 16: “Cách ly…  https://goo.gl/fb/NPQkjx "
705,Mỹ chuẩn bị bước vào những ngày “khủng khiếp” của đại dịch Covid-19  http://hoicodo.com/610064/my-chuan-bi-buoc-vao-nhung-ngay-khung-khiep-cua-dai-dich-covid-19/ … pic.twitter.com/G2imrGeJcD
706,"Các ngân hàng thêm điều kiện thu nhập Covid-19 để cung cấp thế chấp

 https://www.bdscuatui.com/cac-ngan-hang-them-dieu-kien-thu-nhap-covid-19-de-cung-cap-the-chap-31954/?feed_id=17618&_unique_id=5e8a6ddff304e …"
707,Bộ Y tế tiếp tục công bố buổi sáng thứ 2 không có ca bệnh COVID-19 mới  http://hoicodo.com/610060/bo-y-te-tiep-tuc-cong-bo-buoi-sang-thu-2-khong-co-ca-benh-covid-19-moi/ … pic.twitter.com/ScSgQhqRyH
708,Xô Covid-19
709,Làm bảng hiệu quảng cáo mùa Covid-19  pic.twitter.com/dbpHiBIHBJ
710,CSVN cho lập thêm hãng hàng không mới giữa đại dịch COVID-19  https://www.nguoi-viet.com/viet-nam/csvn-cho-lap-them-hang-may-bay-moi-giua-dai-dich-covid-19/ …
711,"Trào lưu bơi trên cạn, plank, hít đất… tại nhà gây ‘sốt’ mùa COVID-19  https://tinviet360.com/index.php/2020/04/06/trao-luu-boi-tren-can-plank-hit-dat-tai-nha-gay-sot-mua-covid-19/ … pic.twitter.com/nLCmPo3wcv"
712,CSVN cho lập thêm hãng máy bay mới giữa đại dịch COVID-19  https://www.nguoi-viet.com/viet-nam/csvn-cho-lap-them-hang-may-bay-moi-giua-dai-dich-covid-19/ …
713,Ngân hàng Thanh toán Quốc tế (BIS) đã ban hành một báo cáo lập luận ủng hộ các loại tiền kỹ thuật số của ngân hàng trung ương (CBDC) và thanh toán kỹ thuật số trong đại dịch COVID-19.  https://www.tapchibitcoin.vn/ngan-hang-thanh-toan-quoc-te-keu-goi-cac-nhtw-toan-cau-su-dung-tien-ky-thuat-so-cbdc-de-chong-lai-covid-19.html …
714,"Nửa ngày không ghi nhận ca Covid-19 mới là tín hiệu tốt, Tuy nhiên đừng chủ quan!  https://goodstock.vn/nua-ngay-khong-ghi-nhan-ca-covid-19-moi-la-tin-hieu-tot-tuy-nhien-dung-chu-quan/ … pic.twitter.com/terKrFRt2z"
715,"Đông đảo cư dân Little Saigon nhận gạo, khẩu trang, và mì gói miễn phí thời COVID-19  https://www.nguoi-viet.com/little-saigon/dong-dao-cu-dan-little-saigon-nhan-gao-khau-trang-va-mi-goi-mien-phi-thoi-covid-19/ …"
716,10 điểm đến nổi tiếng hiu quạnh trong Covid-19  https://ift.tt/2V3u2FN  pic.twitter.com/cTj7ryyvqP
717,"Covid nìkan ló lè ṣe ooooo óò

As a living thing"
718,Thống Đốc Maryland bất đồng công khai cách đối phó COVID-19 của TT Trump  https://www.nguoi-viet.com/hoa-ky/thong-doc-maryland-bat-dong-cach-doi-pho-covid-19-cua-tt-trump/ …
719,"⚽ Cùng SBOBET điểm qua tình hình các đội bóng Serie A trong mùa bệnh dịch Covid-19!
 https://bit.ly/2V1S1VP "
720,"Covid 19 coronavirus: Những người vay thế chấp của công ty tài chính sợ mất nhà vì ngành này ...
 https://www.bdscuatui.com/covid-19-coronavirus-nhung-nguoi-vay-the-chap-cua-cong-ty-tai-chinh-so-mat-nha-vi-nganh-nay-trong-cho-su-ho-tro-31947/?feed_id=17609&_unique_id=5e8a53b7ef3f1 …"
721,"Việt Nam có thêm 1 ca mắc COVID-19, đã được cách ly ngay khi từ Thái Lan về nước  https://tinviet360.com/index.php/2020/04/06/viet-nam-co-them-1-ca-mac-covid-19-da-duoc-cach-ly-ngay-khi-tu-thai-lan-ve-nuoc/ … pic.twitter.com/tG6NanqsjY"
722,10 điểm đến nổi tiếng hiu quạnh trong Covid-19  http://diendandulich-vn.blogspot.com/2020/04/10-iem-en-noi-tieng-hiu-quanh-trong.html … pic.twitter.com/HRvgHXZYny
723,Hạ Viện Brazil thông qua “ngân sách thời chiến' để chống COVID-19 -  https://goo.gl/alerts/GLejx  #GoogleAlerts
724,"COVID-19: Việt Nam không có ca nhiễm mới trong ngày 5/4, TP. HCM xét n…  https://www.rfa.org/vietnamese/news/vietnamnews/vietnam-reports-no-new-case-of-coronavirus-on-suday-04052020082843.html … 翻訳→  http://afnj.org/nt/406496/  #ベトナム #ニュース"
725,10 điểm đến nổi tiếng hiu quạnh trong Covid-19  http://diendandulich-vn.blogspot.com/2020/04/10-iem-en-noi-tieng-hiu-quanh-trong.html … pic.twitter.com/t7C3zt36v2
726,Số ca nhiễm COVID-19 gia tăng tại Trung Quốc  https://www.nguoi-viet.com/nvtv-tin-tuc/nvtv-diem-tin-trong-ngay/so-ca-nhiem-covid19-gia-tang-tai-trung-quoc/ …
727,Nhớ nhau quá hết covid sang đây với chúng em nha :x  https://twitter.com/shfly3424/status/1246760523242168320 …
728,"Mỹ có thêm hơn 1,200 người chết vì COVID-19, nhiều nhất trong 1 ngày  https://www.nguoi-viet.com/nvtv-tin-tuc/nvtv-diem-tin-buoi-sang/my-co-12000-nguoi-chet-vi-covid19/ …"
